R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,1,0,1,3,0,1,1,0,0,0,2,0,0,0,0,0,0,03/09/2024,away,16580,30220,Biola,9,True,3,4,-1,loss,4529732,30199,2309254,2024,2
0,4,2,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,03/09/2024,away,16580,30220,Biola,8,True,7,8,-1,loss,4543843,30199,2309254,2024,2
1,5,3,0,0,6,1,3,0,0,0,0,1,0,0,0,0,0,0,03/14/2024,away,16580,30149,Point Loma,9,True,7,12,-5,loss,4530752,30199,2309254,2024,2
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/14/2024,away,16580,30149,Point Loma,9,True,2,3,-1,loss,4544993,30199,2309254,2024,2
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/15/2024,home,16580,30149,Point Loma,9,True,2,15,-13,loss,4530975,30199,2309254,2024,2
2,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,03/15/2024,home,16580,30149,Point Loma,9,True,5,2,3,win,4543208,30199,2309254,2024,2
1,4,3,0,2,7,0,2,0,0,0,0,0,0,1,0,0,0,0,03/22/2024,home,16580,30147,Fresno Pacific,9,True,4,2,2,win,4532355,30199,2309254,2024,2
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/22/2024,home,16580,30147,Fresno Pacific,9,True,2,7,-5,loss,4542749,30199,2309254,2024,2
0,3,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,03/23/2024,home,16580,30147,Fresno Pacific,9,True,1,4,-3,loss,4532684,30199,2309254,2024,2
1,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,03/23/2024,home,16580,30147,Fresno Pacific,9,True,2,12,-10,loss,4543938,30199,2309254,2024,2
1,4,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,03/27/2024,home,16580,30146,Azusa Pacific,9,True,4,1,3,win,4533563,30199,2309254,2024,2
0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/27/2024,home,16580,30146,Azusa Pacific,9,True,0,10,-10,loss,4542735,30199,2309254,2024,2
1,5,1,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,03/28/2024,home,16580,30146,Azusa Pacific,9,True,6,7,-1,loss,4533717,30199,2309254,2024,2
1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/28/2024,home,16580,30146,Azusa Pacific,9,True,6,4,2,win,4543374,30199,2309254,2024,2
2,5,5,1,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,04/01/2024,home,16580,133,Chaminade,9,True,10,4,6,win,4534631,30199,2309254,2024,2
1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,04/01/2024,home,16580,133,Chaminade,9,True,3,4,-1,loss,4544070,30199,2309254,2024,2
3,5,3,0,0,6,1,3,0,0,0,0,1,0,0,0,1,0,0,04/02/2024,home,16580,133,Chaminade,9,True,13,3,10,win,4534792,30199,2309254,2024,2
1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,04/02/2024,home,16580,133,Chaminade,9,True,4,3,1,win,4544646,30199,2309254,2024,2
