"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"02/28/2022","Corpus Christi, TX",NA,"2","bot","1-5","A&M-Corpus Christi","Pepperdine","Johnson, Di. advanced to second on a balk3a Ryan, B. advanced to third on a balk3a Markotic, L. scored on a balk."
"02/28/2022","Corpus Christi, TX",NA,"2","bot","1-5","A&M-Corpus Christi","Pepperdine","Caraway, J. walked (3-1)."
"02/28/2022","Corpus Christi, TX",NA,"2","bot","1-6","A&M-Corpus Christi","Pepperdine","Puls, M. walked, RBI (3-2)3a Caraway, J. advanced to second3a Johnson, Di. advanced to third3a Ryan, B. scored."
"02/28/2022","Corpus Christi, TX",NA,"2","bot","1-6","A&M-Corpus Christi","Pepperdine","CHRISTY to p for WALKER."
"02/28/2022","Corpus Christi, TX",NA,"2","bot","1-7","A&M-Corpus Christi","Pepperdine","Taylor, J. flied out to cf, SF, RBI (2-2)3a Caraway, J. advanced to third3a Johnson, Di. scored."
"02/28/2022","Corpus Christi, TX",NA,"2","bot","1-8","A&M-Corpus Christi","Pepperdine","Chijin, S. singled to right field, RBI (0-1)3a Puls, M. advanced to second3a Caraway, J. scored."
"02/28/2022","Corpus Christi, TX",NA,"2","bot","1-8","A&M-Corpus Christi","Pepperdine","Queck, C. struck out looking (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"2","bot","1-8","A&M-Corpus Christi","Pepperdine","Linneweber,T grounded out to 3b (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"3","top","1-8","Pepperdine","A&M-Corpus Christi","PECK singled up the middle (1-0)."
"02/28/2022","Corpus Christi, TX",NA,"3","top","1-8","Pepperdine","A&M-Corpus Christi","BRADSHAW struck out swinging (2-2)3a PECK advanced to second on a wild pitch."
"02/28/2022","Corpus Christi, TX",NA,"3","top","1-8","Pepperdine","A&M-Corpus Christi","WALCZYKOWSKI singled to third base (1-0)3a PECK advanced to third."
"02/28/2022","Corpus Christi, TX",NA,"3","top","1-8","Pepperdine","A&M-Corpus Christi","JOHNSON struck out looking (3-2)."
"02/28/2022","Corpus Christi, TX",NA,"3","top","1-8","Pepperdine","A&M-Corpus Christi","MEHLHAFF flied out to cf."
"02/28/2022","Corpus Christi, TX",NA,"3","top","1-8","Pepperdine","A&M-Corpus Christi","H: 2 LOB: 2"
"02/28/2022","Corpus Christi, TX",NA,"3","bot","1-8","A&M-Corpus Christi","Pepperdine","Markotic, L. flied out to rf (2-0)."
"02/28/2022","Corpus Christi, TX",NA,"3","bot","1-8","A&M-Corpus Christi","Pepperdine","Ryan, B. flied out to cf (1-1)."
"02/28/2022","Corpus Christi, TX",NA,"3","bot","1-8","A&M-Corpus Christi","Pepperdine","Johnson, Di. grounded out to ss (2-1)."
"02/28/2022","Corpus Christi, TX",NA,"4","top","1-8","Pepperdine","A&M-Corpus Christi","MALINCHAK hit by pitch (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"4","top","1-8","Pepperdine","A&M-Corpus Christi","CONLEY singled to shortstop (1-0)3a MALINCHAK advanced to second."
"02/28/2022","Corpus Christi, TX",NA,"4","top","1-8","Pepperdine","A&M-Corpus Christi","REBROOK struck out swinging (2-2)."
"02/28/2022","Corpus Christi, TX",NA,"4","top","1-8","Pepperdine","A&M-Corpus Christi","SCHOEN flied out to cf."
"02/28/2022","Corpus Christi, TX",NA,"4","top","1-8","Pepperdine","A&M-Corpus Christi","PECK flied out to rf (1-1)."
"02/28/2022","Corpus Christi, TX",NA,"4","top","1-8","Pepperdine","A&M-Corpus Christi","H: 1 LOB: 2"
"02/28/2022","Corpus Christi, TX",NA,"4","bot","1-8","A&M-Corpus Christi","Pepperdine","Caraway, J. walked (3-2)."
"02/28/2022","Corpus Christi, TX",NA,"4","bot","1-8","A&M-Corpus Christi","Pepperdine","Puls, M. reached on a fielder's choice (1-1)3a Caraway, J. out at second 3b to 2b."
"02/28/2022","Corpus Christi, TX",NA,"4","bot","1-8","A&M-Corpus Christi","Pepperdine","Taylor, J. grounded out to ss (1-0)3a Puls, M. advanced to second."
"02/28/2022","Corpus Christi, TX",NA,"4","bot","1-8","A&M-Corpus Christi","Pepperdine","Chijin, S. struck out swinging (0-2)."
"02/28/2022","Corpus Christi, TX",NA,"4","top","1-8","Pepperdine","A&M-Corpus Christi","LOB: 1"
"02/28/2022","Corpus Christi, TX",NA,"5","top","1-8","Pepperdine","A&M-Corpus Christi","BRADSHAW tripled to right field (0-0)."
"02/28/2022","Corpus Christi, TX",NA,"5","top","1-8","Pepperdine","A&M-Corpus Christi","WALCZYKOWSKI reached on a fielder's choice3a BRADSHAW out at home 3b to c."
"02/28/2022","Corpus Christi, TX",NA,"5","top","1-8","Pepperdine","A&M-Corpus Christi","JOHNSON reached on a fielder's choice3a WALCZYKOWSKI out at second 3b to 2b."
"02/28/2022","Corpus Christi, TX",NA,"5","top","1-8","Pepperdine","A&M-Corpus Christi","JOHNSON advanced to second on a wild pitch."
"02/28/2022","Corpus Christi, TX",NA,"5","top","1-8","Pepperdine","A&M-Corpus Christi","MEHLHAFF walked (3-1)."
"02/28/2022","Corpus Christi, TX",NA,"5","top","1-8","Pepperdine","A&M-Corpus Christi","MALINCHAK struck out swinging (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"5","top","1-8","Pepperdine","A&M-Corpus Christi","H: 1 LOB: 2"
"02/28/2022","Corpus Christi, TX",NA,"5","bot","1-8","A&M-Corpus Christi","Pepperdine","Jones, T. pinch hit for Queck, C.."
"02/28/2022","Corpus Christi, TX",NA,"5","bot","1-8","A&M-Corpus Christi","Pepperdine","FARRAYE to p for CHRISTY."
"02/28/2022","Corpus Christi, TX",NA,"5","bot","1-8","A&M-Corpus Christi","Pepperdine","Jones, T. struck out swinging (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"5","bot","1-8","A&M-Corpus Christi","Pepperdine","Linneweber,T singled to third base (1-1)."
"02/28/2022","Corpus Christi, TX",NA,"5","bot","1-8","A&M-Corpus Christi","Pepperdine","Markotic, L. flied out to cf."
"02/28/2022","Corpus Christi, TX",NA,"5","bot","1-8","A&M-Corpus Christi","Pepperdine","Ryan, B. reached on a fielder's choice (2-0)3a Linneweber,T out at second ss to 2b."
"02/28/2022","Corpus Christi, TX",NA,"5","top","1-8","Pepperdine","A&M-Corpus Christi","H: 1 LOB: 1"
"02/28/2022","Corpus Christi, TX",NA,"6","top","1-8","Pepperdine","A&M-Corpus Christi","CONLEY doubled to left field (0-0)."
"02/28/2022","Corpus Christi, TX",NA,"6","top","1-8","Pepperdine","A&M-Corpus Christi","REBROOK singled to left field (1-0)3a CONLEY advanced to third."
"02/28/2022","Corpus Christi, TX",NA,"6","top","1-8","Pepperdine","A&M-Corpus Christi","SCHOEN popped up to ss (2-2)."
"02/28/2022","Corpus Christi, TX",NA,"6","top","2-8","Pepperdine","A&M-Corpus Christi","PECK flied out to rf, SF, RBI (3-1)3a CONLEY scored."
"02/28/2022","Corpus Christi, TX",NA,"6","top","2-8","Pepperdine","A&M-Corpus Christi","Westbrook, C to p for Thomas, H.."
"02/28/2022","Corpus Christi, TX",NA,"6","top","2-8","Pepperdine","A&M-Corpus Christi","BRADSHAW flied out to 2b (2-1)."
"02/28/2022","Corpus Christi, TX",NA,"6","bot","2-8","A&M-Corpus Christi","Pepperdine","Johnson, Di. singled up the middle (0-1)."
"02/28/2022","Corpus Christi, TX",NA,"6","bot","2-8","A&M-Corpus Christi","Pepperdine","Caraway, J. grounded out to 3b (3-2)3a Johnson, Di. advanced to second."
"02/28/2022","Corpus Christi, TX",NA,"6","bot","2-9","A&M-Corpus Christi","Pepperdine","Puls, M. tripled to right field, RBI3a Johnson, Di. scored."
"02/28/2022","Corpus Christi, TX",NA,"6","bot","2-10","A&M-Corpus Christi","Pepperdine","Puls, M. scored on a wild pitch."
"02/28/2022","Corpus Christi, TX",NA,"6","bot","2-10","A&M-Corpus Christi","Pepperdine","Taylor, J. struck out swinging (3-2)."
"02/28/2022","Corpus Christi, TX",NA,"6","bot","2-10","A&M-Corpus Christi","Pepperdine","Chijin, S. grounded out to 2b (0-0)."
"02/28/2022","Corpus Christi, TX",NA,"7","top","2-10","Pepperdine","A&M-Corpus Christi","WALCZYKOWSKI struck out swinging (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"7","top","2-10","Pepperdine","A&M-Corpus Christi","JOHNSON walked (3-2)."
"02/28/2022","Corpus Christi, TX",NA,"7","top","2-10","Pepperdine","A&M-Corpus Christi","MEHLHAFF flied out to rf."
"02/28/2022","Corpus Christi, TX",NA,"7","top","2-10","Pepperdine","A&M-Corpus Christi","MALINCHAK walked (3-2)3a JOHNSON advanced to second."
"02/28/2022","Corpus Christi, TX",NA,"7","top","2-10","Pepperdine","A&M-Corpus Christi","CONLEY flied out to ss (0-1)."
"02/28/2022","Corpus Christi, TX",NA,"7","top","2-10","Pepperdine","A&M-Corpus Christi","LOB: 2"
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","TELFER to p for FARRAYE."
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","Reisdorph, C pinch hit for Jones, T.."
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","Reisdorph, C singled to center field (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","White, N. pinch hit for Reisdorph, C."
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","Linneweber,T struck out swinging (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","Markotic, L. struck out swinging (0-2)."
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","White, N. advanced to second on a wild pitch."
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","Ryan, B. hit by pitch (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"7","bot","2-10","A&M-Corpus Christi","Pepperdine","Johnson, Di. struck out looking (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"7","top","2-10","Pepperdine","A&M-Corpus Christi","H: 1 LOB: 2"
"02/28/2022","Corpus Christi, TX",NA,"8","top","2-10","Pepperdine","A&M-Corpus Christi","Lewis, J. to p for Westbrook, C."
"02/28/2022","Corpus Christi, TX",NA,"8","top","2-10","Pepperdine","A&M-Corpus Christi","LINGLEY pinch hit for REBROOK."
"02/28/2022","Corpus Christi, TX",NA,"8","top","2-10","Pepperdine","A&M-Corpus Christi","LINGLEY walked (3-0)."
"02/28/2022","Corpus Christi, TX",NA,"8","top","2-10","Pepperdine","A&M-Corpus Christi","LANDIS to lf for SCHOEN."
"02/28/2022","Corpus Christi, TX",NA,"8","top","2-10","Pepperdine","A&M-Corpus Christi","LANDIS walked (3-1)3a LINGLEY advanced to second."
"02/28/2022","Corpus Christi, TX",NA,"8","top","2-10","Pepperdine","A&M-Corpus Christi","LANDIS advanced to second on a balk3a LINGLEY advanced to third on a balk."
"02/28/2022","Corpus Christi, TX",NA,"8","top","3-10","Pepperdine","A&M-Corpus Christi","LANDIS advanced to third on a wild pitch3a LINGLEY scored on a wild pitch."
"02/28/2022","Corpus Christi, TX",NA,"8","top","4-10","Pepperdine","A&M-Corpus Christi","PECK singled to shortstop, RBI (2-1)3a LANDIS scored."
"02/28/2022","Corpus Christi, TX",NA,"8","top","4-10","Pepperdine","A&M-Corpus Christi","Nelson, D. to p for Lewis, J.."
"02/28/2022","Corpus Christi, TX",NA,"8","top","4-10","Pepperdine","A&M-Corpus Christi","BRADSHAW struck out swinging (1-2)."
"02/28/2022","Corpus Christi, TX",NA,"8","top","4-10","Pepperdine","A&M-Corpus Christi","WALCZYKOWSKI struck out swinging (0-2)."
"02/28/2022","Corpus Christi, TX",NA,"8","top","4-10","Pepperdine","A&M-Corpus Christi","JOHNSON reached on a fielder's choice (1-2)3a PECK out at second ss to 2b."
"02/28/2022","Corpus Christi, TX",NA,"8","bot","4-10","A&M-Corpus Christi","Pepperdine","Caraway, J. struck out swinging (2-2)."
"02/28/2022","Corpus Christi, TX",NA,"8","bot","4-10","A&M-Corpus Christi","Pepperdine","Mitchell, W. pinch hit for Puls, M.."
"02/28/2022","Corpus Christi, TX",NA,"8","bot","4-10","A&M-Corpus Christi","Pepperdine","Mitchell, W. struck out swinging (2-2)."
"02/28/2022","Corpus Christi, TX",NA,"8","bot","4-10","A&M-Corpus Christi","Pepperdine","Taylor, J. doubled to right field (3-2)."
"02/28/2022","Corpus Christi, TX",NA,"8","bot","4-10","A&M-Corpus Christi","Pepperdine","Taylor, J. advanced to third on a wild pitch."
"02/28/2022","Corpus Christi, TX",NA,"8","bot","4-10","A&M-Corpus Christi","Pepperdine","Chijin, S. struck out swinging, out at first c to 1b (2-2)."
"02/28/2022","Corpus Christi, TX",NA,"9","top","4-10","Pepperdine","A&M-Corpus Christi","Modgling, C. to rf for Mitchell, W.."
"02/28/2022","Corpus Christi, TX",NA,"9","top","4-10","Pepperdine","A&M-Corpus Christi","MEHLHAFF grounded out to 1b unassisted (0-0)."
"02/28/2022","Corpus Christi, TX",NA,"9","top","4-10","Pepperdine","A&M-Corpus Christi","MALINCHAK struck out swinging (0-2)."
"02/28/2022","Corpus Christi, TX",NA,"9","top","4-10","Pepperdine","A&M-Corpus Christi","POU pinch hit for CONLEY."
"02/28/2022","Corpus Christi, TX",NA,"9","top","4-10","Pepperdine","A&M-Corpus Christi","POU struck out swinging (2-2)."
