App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,pickoffs,Pitches
1,,7.1,,5,3,1,5,3,0,30,22,0,0,0,0,0,0,0,0,0,3,0,,12,5,0,1,0,1,2,05/11/2013,home,11320,404,Memphis,9,True,1,3,-2,loss,679041,574,1316967,2013,1 - 3,,0.0
1,,7.2,,5,0,0,0,7,0,28,26,1,0,0,0,0,1,0,0,0,1,0,,11,4,1,0,0,1,3,05/17/2013,home,11320,388,Marshall,9,True,13,0,13,win,679737,574,1316967,2013,13 - 0,,0.0
1,,5.2,,1,1,1,2,4,0,19,16,0,0,0,1,0,0,0,0,0,0,1,,7,5,1,0,0,1,0,05/23/2013,away,11320,128,UCF,9,True,5,1,4,win,680236,574,1316967,2013,5 - 1,,77.0
1,,3.1,,2,1,0,0,1,0,12,11,0,0,0,0,0,1,0,0,0,0,0,,6,2,0,0,0,1,0,05/26/2013,home,11320,664,Southern Miss.,11,True,5,4,1,win,680452,574,1316967,2013,5 - 4,,0.0
1,,9.0,,2,0,0,2,11,1,30,26,0,0,0,0,0,1,0,0,0,1,0,,8,6,1,0,0,1,3,06/01/2013,home,11320,529,Oregon,9,True,1,0,1,win,680522,574,1316967,2013,1 - 0,,0.0
1,,6.1,,8,1,1,2,5,0,29,26,0,0,0,0,0,0,0,0,0,1,0,,6,7,0,0,0,1,1,06/09/2013,home,11320,490,NC State,17,True,4,5,-1,loss,680588,574,1316967,2013,4 - 5,,97.0
1,,4.2,,9,7,7,4,6,0,27,23,3,0,2,0,0,0,0,0,0,0,0,,1,7,0,1,0,3,1,02/15/2013,away,11320,254,Georgia St.,9,True,7,12,-5,loss,657858,87,1100171,2013,7 - 12,,0.0
1,,3.0,,4,6,6,4,5,0,19,13,2,0,1,0,0,2,0,0,0,0,0,,2,2,0,0,0,3,0,02/16/2013,away,11320,254,Georgia St.,9,True,9,17,-8,loss,658115,87,1100171,2013,9 - 17,,0.0
1,,5.1,,3,5,5,3,3,0,22,18,0,0,2,0,0,0,0,0,0,0,1,,3,9,0,1,0,1,0,02/23/2013,away,11320,27,App State,9,True,2,6,-4,loss,659270,87,1100171,2013,2 - 6,,81.0
1,,5.0,,6,2,2,1,4,0,22,20,1,0,0,1,0,1,0,0,0,0,0,,5,5,1,0,0,1,2,03/01/2013,away,11320,28600,Lipscomb,9,True,11,2,9,win,660170,87,1100171,2013,11 - 2,,80.0
1,,7.0,,1,0,0,3,4,1,25,22,0,0,0,0,0,0,0,0,0,0,0,,11,6,1,0,0,1,2,03/09/2013,home,11320,308,Purdue Fort Wayne,9,True,1,0,1,win,662636,87,1100171,2013,1 - 0,,0.0
1,,0.1,,1,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,0,03/09/2013,home,11320,308,Purdue Fort Wayne,11,True,3,4,-1,loss,662675,87,1100171,2013,3 - 4,,0.0
1,,1.1,,2,4,4,2,0,0,8,3,0,0,0,0,0,1,0,0,0,2,0,,2,1,0,0,0,2,0,03/13/2013,away,11320,29,Arizona,9,True,2,14,-12,loss,663400,87,1100171,2013,2 - 14,,27.0
1,,6.0,,3,1,1,6,7,0,27,21,0,0,0,0,0,0,0,0,0,0,0,,5,6,1,0,0,1,0,03/15/2013,away,11320,505,Northern Ky.,9,True,6,2,4,win,663754,87,1100171,2013,6 - 2,,124.0
1,,6.0,,7,4,3,4,5,0,30,24,3,0,0,1,0,0,0,0,0,1,1,,5,8,1,0,0,1,3,03/22/2013,away,11320,740,VCU,9,True,6,4,2,win,665570,87,1100171,2013,6 - 4,,107.0
1,,7.0,,9,6,6,2,1,0,31,28,2,0,0,0,1,0,0,0,0,1,0,,10,9,1,0,0,3,1,03/30/2013,away,11320,596,St. Bonaventure,9,True,9,6,3,win,668311,87,1100171,2013,9 - 6,,0.0
1,,5.0,,8,5,5,5,2,0,27,21,3,0,0,1,0,1,0,0,0,0,0,,3,8,0,1,0,1,1,04/05/2013,home,11320,609,Saint Louis,9,True,3,6,-3,loss,669440,87,1100171,2013,3 - 6,,107.0
1,,2.0,,1,0,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,,4,2,0,0,0,2,0,04/10/2013,home,11320,195,Earlham,9,True,6,4,2,win,671213,87,1100171,2013,6 - 4,,21.0
1,,7.0,,8,3,3,1,10,0,28,27,1,0,0,0,0,0,0,0,0,0,0,,2,7,1,0,0,1,5,04/12/2013,away,11320,175,Dayton,9,True,8,4,4,win,671453,87,1100171,2013,8 - 4,,0.0
1,,5.0,,11,6,6,3,2,0,29,25,4,1,0,0,0,0,0,0,0,1,0,,7,5,0,1,0,1,1,04/19/2013,away,11320,306,Indiana,9,True,2,12,-10,loss,673540,87,1100171,2013,2 - 12,,105.0
1,,4.0,,5,2,2,0,4,0,16,16,1,0,0,0,1,0,0,0,0,0,0,,3,4,0,0,0,2,0,04/23/2013,home,11320,747,Wabash,9,True,10,2,8,win,675079,87,1100171,2013,10 - 2,,62.0
1,,7.0,,6,2,2,1,5,0,27,26,1,0,0,0,0,0,0,0,0,0,0,,8,7,1,0,0,1,2,04/26/2013,home,11320,236,Fordham,9,True,7,2,5,win,675591,87,1100171,2013,7 - 2,,0.0
1,,4.2,,10,6,5,1,1,0,24,23,3,1,0,3,0,0,0,0,0,0,0,,5,7,0,1,0,1,1,05/03/2013,away,11320,458,Charlotte,9,True,1,6,-5,loss,677445,87,1100171,2013,1 - 6,,87.0
1,,1.0,,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,3,0,05/08/2013,away,11320,308,Purdue Fort Wayne,9,True,1,4,-3,loss,678603,87,1100171,2013,1 - 4,,8.0
1,,6.0,,10,4,4,2,3,0,30,25,2,0,0,1,0,1,0,0,0,2,0,,7,7,0,0,0,1,2,05/10/2013,home,11320,572,Rhode Island,9,True,5,4,1,win,678861,87,1100171,2013,5 - 4,,0.0
1,,1.0,,0,0,0,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,,0,3,0,0,0,3,0,05/11/2013,home,11320,572,Rhode Island,9,True,3,8,-5,loss,679063,87,1100171,2013,3 - 8,,0.0
1,,4.0,,5,1,1,0,1,0,17,17,1,0,1,0,0,0,0,0,0,0,0,,6,5,0,0,0,1,0,05/14/2013,away,11320,140,Cincinnati,9,True,4,6,-2,loss,679401,87,1100171,2013,4 - 6,,0.0
1,,9.0,,2,0,0,3,3,1,30,25,1,0,0,0,0,1,0,0,0,1,0,,9,12,1,0,0,1,2,05/16/2013,home,11320,812,Xavier,9,True,4,0,4,win,679619,87,1100171,2013,4 - 0,,0.0
1,,6.0,,2,0,0,1,6,0,22,21,0,0,0,0,0,0,0,0,0,0,0,,3,9,1,0,0,1,0,02/16/2013,home,11320,463,Nebraska,9,True,9,0,9,win,658334,97,1434751,2013,9 - 0,,0.0
1,,7.1,,5,2,1,0,5,0,27,27,0,0,0,0,0,0,0,0,0,0,0,,10,7,1,0,0,1,1,02/23/2013,away,11320,698,TCU,9,True,6,2,4,win,659103,97,1434751,2013,6 - 2,,0.0
1,,8.0,,6,2,2,1,4,0,30,29,0,1,0,0,0,0,0,0,0,0,0,,12,7,1,0,0,1,0,03/02/2013,home,11320,529,Oregon,9,True,5,2,3,win,660470,97,1434751,2013,5 - 2,,0.0
1,,7.0,,5,0,0,1,6,0,27,25,2,0,0,0,0,0,0,0,0,1,0,,5,10,1,0,0,1,1,03/09/2013,home,11320,697,Texas A&M,9,True,2,0,2,win,662260,97,1434751,2013,2 - 0,,0.0
1,,8.0,,4,1,1,1,9,0,29,28,0,0,0,0,1,0,0,0,0,0,0,,5,10,1,0,0,1,2,03/16/2013,away,11320,527,Oral Roberts,9,True,6,2,4,win,664158,97,1434751,2013,6 - 2,,113.0
1,,4.1,,7,5,5,2,2,0,22,20,2,1,0,1,0,0,0,0,0,0,0,,2,9,0,0,0,1,0,03/23/2013,away,11320,99,Long Beach St.,9,True,8,6,2,win,665903,97,1434751,2013,8 - 6,,82.0
1,,6.0,,7,3,3,1,7,0,25,24,2,0,0,2,0,0,0,0,0,0,0,,3,7,1,0,0,1,0,03/29/2013,home,11320,534,Pacific,9,True,11,6,5,win,667529,97,1434751,2013,11 - 6,,0.0
1,,7.1,,9,2,2,0,5,0,28,28,2,0,0,0,0,0,0,0,0,0,0,,8,6,0,0,0,1,4,04/06/2013,away,11320,108,UC Davis,9,True,4,2,2,win,669617,97,1434751,2013,4 - 2,,88.0
1,,7.0,,5,2,2,0,9,0,26,25,1,0,1,0,0,1,0,0,0,0,0,,6,4,1,0,0,1,5,04/13/2013,home,11320,104,UC Santa Barbara,9,True,10,2,8,win,671686,97,1434751,2013,10 - 2,,0.0
1,,7.0,,4,4,4,4,8,0,27,21,0,0,2,0,0,0,0,0,0,1,1,,4,7,1,0,0,1,1,04/20/2013,away,11320,90,Cal Poly,9,True,10,5,5,win,673751,97,1434751,2013,10 - 5,,96.0
1,,8.0,,5,0,0,1,2,0,28,27,0,0,0,0,0,0,0,0,0,0,0,,12,8,1,0,0,1,2,04/27/2013,away,11320,277,Hawaii,9,True,5,0,5,win,675895,97,1434751,2013,5 - 0,,95.0
1,,8.0,,4,1,1,1,4,0,28,26,2,0,0,1,0,0,0,0,0,1,0,,8,11,1,0,0,1,2,05/04/2013,home,11320,99,Long Beach St.,9,True,2,1,1,win,677716,97,1434751,2013,2 - 1,,108.0
1,,5.0,,3,0,0,1,3,0,18,17,0,0,0,0,0,0,0,0,0,0,0,,3,8,1,0,0,1,1,05/11/2013,away,11320,111,UC Riverside,9,True,12,0,12,win,679014,97,1434751,2013,12 - 0,,63.0
1,,7.2,,5,0,0,1,4,0,29,27,0,0,0,0,0,1,0,0,0,0,0,,9,9,0,0,0,1,0,05/18/2013,home,11320,109,UC Irvine,9,True,3,2,1,win,679911,97,1434751,2013,3 - 2,,86.0
1,,3.0,,4,2,2,1,6,0,14,13,0,0,0,0,1,0,0,0,0,0,0,,0,3,0,0,0,1,1,05/24/2013,away,11320,101,CSUN,9,True,6,4,2,win,680277,97,1434751,2013,6 - 4,,67.0
1,,8.1,,4,0,0,0,9,0,31,27,0,0,0,0,0,2,0,0,0,2,0,,10,5,1,0,0,1,2,06/01/2013,home,11320,28,Arizona St.,9,True,1,0,1,win,680520,97,1434751,2013,1 - 0,,0.0
1,,7.0,,5,3,3,1,6,0,28,25,1,0,0,0,0,0,0,0,0,2,0,,8,6,0,0,0,1,4,06/07/2013,home,11320,110,UCLA,10,True,3,5,-2,loss,680579,97,1434751,2013,3 - 5,,0.0
1,,1.2,,2,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,8,0,02/24/2013,home,11320,1079,Findlay,9,True,3,10,-7,loss,1735012,1079,1066586,2013,3 - 10,,0.0
1,,1.0,,2,1,1,0,1,0,5,4,0,0,0,0,0,0,0,1,0,1,0,,2,0,0,0,0,4,1,03/03/2013,home,11320,1395,Tarleton St.,9,True,7,10,-3,loss,661124,52,1066586,2013,7 - 10,,0.0
1,,0.2,,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,0,0,4,0,03/08/2013,away,11320,2,Abilene Christian,9,True,2,4,-2,loss,661851,52,1066586,2013,2 - 4,,0.0
1,,1.1,,2,2,2,0,2,0,6,6,0,0,1,0,0,0,0,0,0,0,0,,2,0,0,0,0,4,2,03/23/2013,home,11320,1328,Rockhurst,9,True,4,11,-7,loss,666371,52,1066586,2013,4 - 11,,0.0
1,,0.2,,4,5,2,0,0,0,7,6,1,0,0,0,0,1,0,1,0,0,0,,1,0,0,0,0,2,0,04/13/2013,away,11320,604,St. Joseph's (IN),9,True,3,13,-10,loss,672113,52,1066586,2013,3 - 13,,0.0
1,,1.0,,2,2,2,1,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,3,0,04/17/2013,away,11320,30138,McKendree,9,True,11,12,-1,loss,673365,52,1066586,2013,11 - 12,,26.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,6,0,04/30/2013,home,11320,87,Butler,9,True,4,7,-3,loss,677129,52,1066586,2013,4 - 7,,8.0
1,,0.1,,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,2,2,0,1,,0,1,0,0,0,3,0,05/16/2013,home,11320,35,Ashland,9,True,13,10,3,win,679684,52,1066586,2013,13 - 10,,0.0
1,,1.1,,8,9,9,1,2,0,13,11,4,0,0,1,0,1,0,2,0,0,0,,1,0,0,0,0,4,2,05/18/2013,home,11320,262,Grand Valley St.,9,True,1,18,-17,loss,680057,52,1066586,2013,1 - 18,,0.0
1,,2.0,,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,0,3,0,02/17/2013,home,11320,572,Rhode Island,10,True,8,6,2,win,658499,234,1432320,2013,8 - 6,,28.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,3,0,03/01/2013,home,11320,739,Villanova,9,True,23,5,18,win,660261,234,1432320,2013,23 - 5,,10.0
1,,1.2,,2,1,1,0,0,0,8,7,1,0,0,0,0,1,0,0,0,0,0,,4,1,0,0,0,1,0,03/06/2013,home,11320,1320,Presbyterian,9,True,10,4,6,win,661639,234,1432320,2013,10 - 4,,34.0
1,,0.2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,,2,0,0,0,0,5,0,03/15/2013,away,11320,392,Maryland,9,True,3,5,-2,loss,663784,234,1432320,2013,3 - 5,,11.0
1,,6.0,,3,1,0,2,9,0,24,21,1,0,0,1,0,0,1,0,0,1,0,,6,3,1,0,0,1,3,03/20/2013,home,11320,678,Stetson,9,True,14,1,13,win,665361,234,1432320,2013,14 - 1,,92.0
1,,3.0,,1,0,0,1,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,,5,3,0,0,0,2,0,03/29/2013,away,11320,742,Virginia Tech,9,True,2,3,-1,loss,667476,234,1432320,2013,2 - 3,,36.0
1,,4.1,,4,4,4,2,3,0,20,17,1,0,0,0,0,1,0,0,0,0,0,,4,6,0,0,0,1,2,04/02/2013,home,11320,28755,FGCU,9,True,12,9,3,win,668876,234,1432320,2013,12 - 9,,77.0
1,,0.2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,,0,2,0,0,0,3,0,04/09/2013,home,11320,235,Florida,9,True,3,4,-1,loss,670914,234,1432320,2013,3 - 4,,9.0
1,,3.0,,3,0,0,0,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,2,0,04/13/2013,home,11320,193,Duke,9,True,8,3,5,win,672319,234,1432320,2013,8 - 3,,40.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,04/16/2013,home,11320,646,South Alabama,9,True,2,0,2,win,673030,234,1432320,2013,2 - 0,,12.0
1,,1.2,,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,2,0,0,0,,2,1,0,0,0,2,0,04/21/2013,away,11320,746,Virginia,9,True,2,5,-3,loss,674482,234,1432320,2013,2 - 5,,0.0
1,,0.1,,2,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,0,0,,1,0,0,0,0,3,0,04/27/2013,home,11320,749,Wake Forest,9,True,8,6,2,win,675969,234,1432320,2013,8 - 6,,10.0
1,,0.1,,1,2,2,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,05/03/2013,home,11320,128,UCF,9,True,4,2,2,win,677459,234,1432320,2013,4 - 2,,15.0
1,,2.0,,5,1,1,0,3,0,11,11,2,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,05/07/2013,away,11320,678,Stetson,9,True,13,5,8,win,678518,234,1432320,2013,13 - 5,,58.0
1,,0.2,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,2,0,05/17/2013,home,11320,147,Clemson,9,True,2,1,1,win,679714,234,1432320,2013,2 - 1,,5.0
1,,4.0,,4,0,0,0,2,0,16,16,1,0,0,0,0,0,0,2,0,0,0,,4,5,0,0,1,2,1,05/18/2013,home,11320,147,Clemson,9,True,6,1,5,win,679918,234,1432320,2013,6 - 1,,50.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,2,0,05/22/2013,home,11320,255,Georgia Tech,9,True,3,4,-1,loss,680149,234,1432320,2013,3 - 4,,17.0
1,,1.2,,1,1,1,1,2,0,8,6,0,0,0,0,0,0,0,1,0,0,0,,1,2,0,0,0,4,0,05/25/2013,home,11320,746,Virginia,12,True,4,7,-3,loss,680390,234,1432320,2013,4 - 7,,36.0
1,,1.0,,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,06/02/2013,home,11320,716,Troy,9,True,11,4,7,win,680545,234,1432320,2013,11 - 4,,13.0
1,,1.0,,2,2,1,1,1,0,6,5,0,0,0,0,0,0,0,2,2,0,0,,0,2,0,0,0,3,0,06/08/2013,home,11320,306,Indiana,9,True,9,10,-1,loss,680584,234,1432320,2013,9 - 10,,25.0
1,,6.0,,5,1,1,2,3,0,24,21,0,0,0,0,0,1,0,0,0,0,0,,8,4,1,0,0,1,0,02/17/2013,away,11320,288,Houston,9,True,9,3,6,win,658490,500,1095368,2013,9 - 3,,83.0
1,,4.2,,10,5,5,2,4,0,27,23,1,0,0,0,0,1,0,0,0,1,0,,5,5,0,1,0,1,3,02/23/2013,away,11320,702,UT Arlington,9,True,0,6,-6,loss,659357,500,1095368,2013,0 - 6,,0.0
1,,7.1,,6,1,1,0,5,0,29,26,1,0,0,0,0,1,0,0,0,2,0,,9,6,1,0,0,1,4,03/03/2013,home,11320,735,Valparaiso,9,True,3,1,2,win,661178,500,1095368,2013,3 - 1,,0.0
1,,7.2,,5,1,1,3,2,0,30,27,0,0,0,0,0,0,0,0,0,0,0,,11,9,1,0,0,1,1,03/10/2013,away,11320,523,Old Dominion,9,True,2,1,1,win,662764,500,1095368,2013,2 - 1,,0.0
1,,6.2,,8,2,2,4,7,0,32,27,3,0,0,0,0,0,1,0,0,0,1,,2,11,0,0,0,1,1,03/17/2013,away,11320,248,George Mason,9,True,2,3,-1,loss,664791,500,1095368,2013,2 - 3,,117.0
1,,8.0,,5,1,1,0,9,0,29,29,0,0,0,0,0,0,0,0,0,0,0,,12,3,0,1,0,1,1,03/24/2013,home,11320,786,William & Mary,9,True,0,1,-1,loss,666610,500,1095368,2013,0 - 1,,0.0
1,,9.0,,4,0,0,3,11,1,35,32,1,0,0,0,1,0,0,0,0,0,0,,9,7,1,0,0,1,6,03/31/2013,home,11320,317,James Madison,9,True,5,0,5,win,668580,500,1095368,2013,5 - 0,,0.0
1,,8.2,,5,1,1,2,6,0,33,30,0,0,1,0,0,1,0,0,0,0,0,,9,10,1,0,0,1,4,04/07/2013,home,11320,283,Hofstra,9,True,9,1,8,win,670431,500,1095368,2013,9 - 1,,0.0
1,,8.0,,7,2,2,1,6,0,31,28,0,0,0,0,0,1,0,0,0,1,0,,9,7,0,0,0,1,2,04/14/2013,away,11320,575,Richmond,9,True,4,5,-1,loss,672462,500,1095368,2013,4 - 5,,0.0
1,,9.0,,6,2,2,2,10,0,36,32,1,0,2,0,0,1,0,0,0,1,0,,11,6,0,1,0,1,2,04/28/2013,home,11320,254,Georgia St.,9,True,1,2,-1,loss,676615,500,1095368,2013,1 - 2,,0.0
1,,5.2,,10,6,5,2,6,0,27,25,1,0,1,0,0,0,0,0,0,0,0,,4,5,0,1,0,1,1,05/05/2013,away,11320,460,UNCW,9,True,5,9,-4,loss,678212,500,1095368,2013,5 - 9,,102.0
1,,8.0,,4,3,3,4,9,0,31,27,1,1,0,0,0,0,0,0,0,0,0,,6,8,1,0,0,1,4,05/12/2013,home,11320,180,Delaware,9,True,5,3,2,win,679258,500,1095368,2013,5 - 3,,0.0
1,,9.0,,6,3,3,2,11,0,35,33,2,0,1,0,0,0,0,0,0,0,0,,7,9,1,0,0,1,6,05/18/2013,away,11320,711,Towson,9,True,6,3,3,win,679956,500,1095368,2013,6 - 3,,128.0
1,,6.2,,9,5,3,1,4,0,32,30,1,0,1,0,0,1,0,0,0,0,0,,10,6,0,0,0,1,1,05/23/2013,home,11320,180,Delaware,9,True,7,6,1,win,680230,500,1095368,2013,7 - 6,,0.0
1,,4.2,,5,1,1,1,1,0,20,18,0,0,0,0,0,0,0,0,0,1,0,,6,7,0,0,0,1,1,02/18/2013,away,11320,277,Hawaii,9,True,4,2,2,win,658655,529,1196661,2013,4 - 2,,69.0
1,,4.0,,0,0,0,0,7,0,13,12,0,0,0,0,0,1,0,0,0,0,0,,2,3,1,0,0,2,1,02/26/2013,home,11320,551,Portland,9,True,3,1,2,win,659947,529,1196661,2013,3 - 1,,51.0
1,,2.0,,2,0,0,0,1,0,8,7,0,1,0,0,0,0,0,2,2,0,1,,3,2,0,0,0,2,0,03/02/2013,away,11320,97,Cal St. Fullerton,9,True,2,5,-3,loss,660470,529,1196661,2013,2 - 5,,0.0
1,,7.0,,6,1,0,1,6,0,28,26,0,0,0,1,0,0,0,0,0,1,0,,8,6,1,0,0,1,1,03/05/2013,home,11320,101,CSUN,9,True,4,1,3,win,661397,529,1196661,2013,4 - 1,,0.0
1,,6.0,,7,3,3,1,5,0,26,25,2,1,0,1,0,0,0,0,0,0,0,,7,6,1,0,0,1,1,03/12/2013,home,11320,670,Texas St.,9,True,4,3,1,win,663239,529,1196661,2013,4 - 3,,0.0
1,,3.0,,2,0,0,0,4,0,13,11,1,0,0,0,0,1,0,2,1,0,1,,2,3,0,0,0,2,1,03/17/2013,away,11320,657,Southern California,9,True,3,5,-2,loss,664798,529,1196661,2013,3 - 5,,44.0
1,,2.2,,2,0,0,0,2,0,10,10,0,0,0,0,0,0,0,1,1,0,0,,2,4,0,0,0,2,1,03/24/2013,home,11320,29,Arizona,9,True,7,6,1,win,666523,529,1196661,2013,7 - 6,,0.0
1,,0.1,,2,1,1,1,1,0,5,3,1,0,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,2,0,04/06/2013,away,11320,28,Arizona St.,9,True,9,14,-5,loss,669675,529,1196661,2013,9 - 14,,0.0
1,,1.1,,2,2,1,0,1,0,6,5,1,0,0,0,0,0,0,1,0,1,0,,3,0,0,0,0,2,0,04/09/2013,away,11320,528,Oregon St.,9,True,6,3,3,win,670962,529,1196661,2013,6 - 3,,26.0
1,,2.0,,2,1,0,1,3,0,10,9,1,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,3,1,04/23/2013,away,11320,551,Portland,9,True,11,7,4,win,675048,529,1196661,2013,11 - 7,,38.0
1,,2.0,,4,3,3,3,0,0,13,10,2,0,0,0,0,0,0,0,0,0,0,,4,2,0,0,0,1,0,04/30/2013,away,11320,1356,Seattle U,9,True,12,7,5,win,677056,529,1196661,2013,12 - 7,,52.0
1,,1.0,,1,1,1,0,0,0,5,3,0,0,0,0,0,1,0,0,0,1,0,,2,1,0,0,0,2,0,05/26/2013,away,11320,732,Utah,9,True,3,10,-7,loss,680435,529,1196661,2013,3 - 10,,15.0
1,,5.0,,2,0,0,0,4,0,17,17,0,0,0,0,0,0,0,0,0,0,0,,6,4,1,0,0,1,1,06/02/2013,home,11320,574,Rice,9,True,11,0,11,win,680559,529,1196661,2013,11 - 0,,0.0
1,,2.0,,2,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,2,0,02/16/2013,away,11320,460,UNCW,9,True,9,0,9,win,658205,742,1316973,2013,9 - 0,,0.0
